id,createdTime,AuthorRole,CauseCategory,Description,IncidentType,Lat,Long,OccurredAt,Outcome,SecondaryCauseCategory
recUknvWy2jDGRauF,2025-03-19T19:38:46.000Z,Victim,Infrastructure,This corner is treacherous. It’s blind for cyclists going south where they meet oncoming bicycle traffic and pedestrians queuing to cross rd,Near Miss,53.34639359331777,-6.241139069917949,2025-03-19,No injuries,Infrastructure
recUuL78Ab4nRbFbO,2024-03-07T11:00:26.000Z,Victim,Driver Behaviour (Car),Driver making illegal left turn from North Wall Quay onto bridge. Nearly collided with me as I was cycling straight ahead to the city centre,Near Miss,53.347599041657105,-6.241138043789761,2024-03-07T07:51,No injuries,Infrastructure
recUxdgqugAK3jU0T,2024-03-15T19:27:06.000Z,Victim,Infrastructure,"Cars park on opposite side of the road from the turn into Cedarwood, forcing cyclists out in to the middle of the road. ",Hazard,53.39298016683972,-6.282298870529871,2024-03-15,No injuries,Infrastructure
recUzBCHNEFAcSHXD,2025-06-25T09:11:32.000Z,Witness,Driver Behaviour (Car),Taxi running the yellow light cut off a cyclist who had to brake to avoid being hit.,Near Miss,53.3252048000607,-6.254813445847049,2025-06-25T10:09,No injuries,Infrastructure
recV33uluByS2m2BX,2025-04-17T21:48:49.000Z,Victim,Driver Behaviour (Car),After being forced in close to railing by one driver another driver close passed cyclist here with no where to escape to due to railing.,Near Miss,52.66486342826806,-8.629460969092094,2024-10-04T12:31,No injuries,Infrastructure
recV402lgxjubBerZ,2024-10-16T16:39:44.000Z,Victim,Driver Behaviour (Car),"Car driving too close to the kerb left me with no room, caused me to brake suddenly and I came off my bike",Collision,53.324098450806105,-6.206774275552078,2024-09-11T19:00,Serious injuries,Infrastructure
recV55p7N8BySsBq7,2025-09-17T18:18:16.000Z,Other,Driver Behaviour (Car),Car overturned on road due to careless driving. No one injured. ,Near Miss,53.24638862779966,-9.26575353120569,2025-09-12T21:00,No injuries,Infrastructure
recV5dRJsHhlXBopz,2024-03-01T13:43:19.000Z,Other,Infrastructure,Traffic turning right from South Frederick Street often doesn't realise there is a contraflow cycle lane on Nassau Street,Hazard,53.34256129373884,-6.256342157892476,2024-02-22T13:36,No injuries,Infrastructure
recV6fgVbNvBIhEoS,2024-09-28T12:13:29.000Z,Victim,Infrastructure,Couldn’t cross road on time ,Near Miss,53.278820053723905,-9.069601446398565,2024-09-11T12:11,No injuries,Infrastructure
recV7dNx0vFyWPyxo,2024-02-28T21:42:01.000Z,Victim,Driver Behaviour (Car),"Road rage from a car driver when crossing the zebra crossing. Knocked off bike, and bike then run over.",Collision,53.30767525362813,-6.226576209261594,2024-02-26T21:39,No injuries,Infrastructure
recV9snEYhRYgtJ76,2024-03-15T11:27:48.000Z,Victim,Driver Behaviour (Car),Dangerously close pass from the driver of a car,Near Miss,53.31960324556911,-6.264703787191905,2020-02-16T17:45,No injuries,Infrastructure
recV1gHiExlf1PcFd,2025-06-10T18:57:31.000Z,Victim,Driver Behaviour (Car),"Pedestrian crossing the road, car sped up the hill and continued straight through the junction, almost hitting me as I crossed the road.",Near Miss,53.2668805818478,-9.075616371523836,2025-06-10T17:00,No injuries,Infrastructure
recVGATUpiNbgL9t9,2024-02-06T19:50:21.000Z,Victim,Driver Behaviour (Car),Close pass by an SUV while heading out to Seapoint.,Near Miss,53.330933097129616,-6.209470317809632,2022-06-06T16:00,No injuries,Infrastructure
recVGM5nJSt2aVp14,2024-04-20T06:49:46.000Z,Other,Driver Behaviour (Car),Cyclist heading west on roadway was struck by door being opened by driver of a parked vehicle ,Collision,53.25833075183027,-9.082052209771973,2024-04-11T14:45,Minor injuries,Infrastructure
recVGSbngV7geyxma,2024-03-03T11:24:16.000Z,Victim,Driver Behaviour (Car),Cars parked in cycling lane in front of takeaway restaurants,Hazard,53.388886099346166,-6.124243498131818,2024-03-02T16:23,No injuries,Infrastructure
recVPYYxMyIUqY8sh,2024-04-11T11:12:07.000Z,Victim,Driver Behaviour (Car),While cycling on the roundabout (aiming to take the 2nd exit) a car came from the first exit & failed to stop for me. ,Near Miss,53.3424444617587,-6.34887168593508,2024-04-11,No injuries,Infrastructure
recVQ0NhF5cTtEWXw,2024-03-13T13:02:03.000Z,Other,Driver Behaviour (Car),"Cars continously fail to yield to cyclist attempting to turn on to, and off of, segregated greenway",Near Miss,53.41717307022205,-6.142133805256719,2023-10-03T13:00,No injuries,Infrastructure
recVQBVfSmelMcEcD,2024-10-19T08:29:39.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Van driver drove straight onto round without stopping. I was already cycling through the roundabout & hard braked. Saw me but kept going. ,Near Miss,53.2574371156405,-9.090751785113014,2024-10-19T08:25,No injuries,Other
recVQUUti7bSxhu5g,2024-09-13T11:14:51.000Z,Victim,Driver Behaviour (Car),Bike collision with taxi which was speeding to get across to south William street when the barriers were down ,Collision,53.34304972365521,-6.261927446910505,2024-08-01T11:13,Serious injuries,Infrastructure
recVTMSi6VIo0hZvF,2024-02-28T23:50:50.000Z,Victim,Driver Behaviour (Car),Extremely narrow two-way road. 30kph speed limit routinely breached by motorists. Rat run = aggressive & dangerous driving,Hazard,53.341680499182104,-6.30304898878444,2024-02-27T17:30,No injuries,Infrastructure
recVW8qTLFDg06j9t,2024-11-11T18:02:26.000Z,Victim,Driver Behaviour (Car),"Drivers regularly take the left slip turn onto Cornmarket without looking, creating a hazard for cyclists continuing straight ahead",Hazard,53.34322293030735,-6.275808576921889,2024-11-05T09:30,No injuries,Infrastructure
recVWCiyiQiPZKPf8,2024-03-01T07:43:59.000Z,Victim,Driver Behaviour (Car),"I was cycling up to traffic lights towards Portland Row. Cycling between 2 car lanes. Passenger door opened into me. Crash, shoulder injury.",Collision,53.357173222126676,-6.249890342695835,2024-02-13T14:30,Minor injuries,Infrastructure
recVVmFlhvFaBDaA0,2024-03-01T16:12:27.000Z,Victim,Driver Behaviour (Car),Car sped into bus lane and near miss into me on my bike,Near Miss,53.37381023196559,-6.220549920711562,2024-03-01T09:20,No injuries,Infrastructure
recVa6sgiBxi4cwk6,2024-10-01T08:02:28.000Z,Witness,Driver Behaviour (Other Heavy Vehicle),Illegal left turn by van into crossing pedestrians.,Near Miss,53.32860019031534,-6.246984193378125,2024-10-01T08:50,No injuries,Infrastructure
recVbICTBHY6ocy58,2024-04-10T14:51:39.000Z,Victim,Infrastructure,Cars looking to turn out of the SuperValu parking area frequently drive out with their front wheels blocking the cycle path. Dangerous.,Collision,53.3897124074056,-6.107937641123726,2024-01-08T09:50,Minor injuries,Infrastructure
recVbijtlr2UD52zi,2024-03-13T12:38:37.000Z,Victim,Driver Behaviour (Car),"Turning right at a roundabout, hit by car which came behind me and was going straight ahead.",Collision,53.36723154748981,-6.302554501353285,2015-08-27T12:36,Serious injuries,Infrastructure
recVc10jouLfapWHu,2025-05-15T20:07:37.000Z,Witness,Driver Behaviour (Car),Cars drive down the wrong side of the road to get into their lane quicker to get thru lights,Near Miss,53.28256700062184,-9.065872797652958,2025-05-15T17:11,No injuries,Infrastructure
recVcO5G7qXhVPEzI,2024-02-28T23:19:31.000Z,Witness,Infrastructure,Car turning left hit cyclist heading straight ,Collision,53.33022192300555,-6.264333859451284,2024-02-02T08:19,Minor injuries,Infrastructure
recVcigUZezPH6vuZ,2025-07-10T15:44:19.000Z,Victim,Infrastructure,While cycling westwards beside the construction site a car driver behind me did not slow down and overtook me not keeping minimum distance. ,Near Miss,53.3622492287235,-6.217083222858008,2025-07-07T21:30,No injuries,Infrastructure
recVeWXvIsBr69AaA,2025-09-16T12:58:35.000Z,Victim,Driver Behaviour (Car),"Close pass by car. I was pushing 30, car was pushing 60+ in 30kmh zone",Near Miss,53.28201559618813,-9.056385422031866,2025-09-13T10:57,No injuries,Infrastructure
recVes8sXd4sfHzIx,2024-09-19T20:07:18.000Z,Victim,Pedestrian Behaviour,Hit pedestrian who had ran out from in behind a car. ,Collision,52.659202374434386,-8.63345071105823,2024-09-06T16:10,Minor injuries,Infrastructure
recVeYa9h6NNlWzqu,2024-12-19T18:53:20.000Z,Victim,Driver Behaviour (Car),Driver turning right from Siobhan McKenna Rd failed to yield to me (cyclist) going straight on circular road resulting in near miss/cut off.,Near Miss,53.27604405809424,-9.08281528287057,2024-12-19T18:40,No injuries,Infrastructure
recVguZvIzHZY8bao,2024-03-11T22:00:06.000Z,Victim,Driver Behaviour (Car),"I was hit side on as I was cycling from Northumberland Rd into the city centre. Conditions, very good and it was early afternoon. ",Collision,53.337401878679344,-6.240124066347363,2023-12-14T14:30,Minor injuries,Infrastructure
recVhIijkrcWXVUTi,2024-09-19T14:32:38.000Z,Victim,Infrastructure,"Aggressive overtakes and close passes in inbound bus lane, contra-flow bike lane on footpath makes drivers think you shouldn't be on road.",Near Miss,53.373790300322014,-6.265598615921647,2024-09-10T14:28,No injuries,Infrastructure
recViPwPRjSkRL79w,2024-02-28T19:41:07.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Collided with a thick wheeled electric bike while I had my young son on the back of the bicycle ,Collision,53.36417328893148,-6.272116654738625,2023-08-18T08:35,Minor injuries,Infrastructure
recVicZTKnV998jRJ,2024-03-10T00:15:19.000Z,Victim,Driver Behaviour (Car),In cycle lane nearly clipped by drivers veering left into cycle lane around cars queueing to turn right up Old Blackrock Road. ,Near Miss,51.89281000695058,-8.465937329871963,2024-03-01T09:34,No injuries,Infrastructure
recVie0SzsX4Wa418,2024-07-10T08:26:54.000Z,Victim,Driver Behaviour (Car),Car coming out of the Salthill Apartments did not stop and knocked me down,Collision,53.294667191408706,-6.151308662139854,2024-07-10,Minor injuries,Infrastructure
recVjwIMIoozS2DDA,2024-02-28T14:53:01.000Z,Victim,Driver Behaviour (Car),Car driving through red light while pedestrians crossing.,Near Miss,52.66511360270354,-8.626322160709265,2024-02-17T16:05,No injuries,Infrastructure
recVlYK1VdD8bXfB5,2024-02-28T14:24:00.000Z,Other,Infrastructure,Very narrow road/footpath which is regularly mounted by all vehicles in order to pass eachother. Pedestrians reported being struck. ,Near Miss,53.41858904588014,-6.1557985852650745,2022-10-14T14:15,No injuries,Infrastructure
recVpREyyqpWJED1f,2024-02-29T06:27:24.000Z,Victim,Driver Behaviour (Car),Driver speeding in the bus lane undertaking traffic almost hit me on my bicycle.,Near Miss,53.32424532694142,-6.326971191264192,2024-02-28T06:25,No injuries,Infrastructure
recVr0FyhDtq6uuwn,2024-06-01T11:44:10.000Z,Victim,Driver Behaviour (Car),Car reversing out of drive way ,Near Miss,53.29376962619267,-6.230738734944055,2022-02-24T08:35,No injuries,Infrastructure
recVwRJoYQK5vFVn1,2025-11-05T14:00:06.000Z,Victim,Driver Behaviour (E-Scooter or Similar),Car beeping and close passing cyclist in narrowed carriageway due to construction works on adjacent pavement.,Near Miss,52.66712242810766,-8.632426391805296,2025-11-05T13:33,No injuries,Infrastructure
recVyUmfp6am6OpXg,2024-03-12T23:05:04.000Z,Victim,Driver Behaviour (Car),Close pass by a car,Near Miss,53.32960828582233,-6.333366292174901,2024-03-11T10:11,No injuries,Infrastructure
recW1mXcyt7f0RCWA,2024-02-28T18:01:50.000Z,Other,Driver Behaviour (Car),Cyclist filtering on left on Fairview Strand hit by taxi driver turning left onto Esmond Ave. ,Collision,53.36270419108479,-6.240878837159755,2022-05-07T13:30,Minor injuries,Infrastructure
recW2UPjQi3csFKuq,2024-03-03T12:59:04.000Z,Victim,Driver Behaviour (Bus),Near hit by the 123 bus turning into St James when I was trying to go straight on in the bike lane,Near Miss,53.342412936356936,-6.293577655365567,2021-06-03T08:10,No injuries,Infrastructure
recW5mRkYYOK1DyJe,2024-05-22T06:46:52.000Z,Victim,Driver Behaviour (Car),"Large SUV ran red light at last minute, turning from Crofton road into Marine Road. Narrowly avoided being hit. ",Near Miss,53.2944016007275,-6.133885355066013,2024-05-21T08:50,No injuries,Infrastructure
recW8XQPdb3kJcquz,2024-03-04T12:56:08.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),HGV driver merging from Strand Rd into Merrion Rd almost crushing a cyclist,Near Miss,53.315794985837016,-6.204436387297164,2023-04-08T12:52,No injuries,Infrastructure
recW8qAtl351PgcdX,2024-12-18T19:33:41.000Z,Witness,Driver Behaviour (Other Heavy Vehicle),Van entering apartment car park blocks cycle path to wait on barrier to raise. ,Hazard,53.38219888158832,-6.593485775595582,2024-12-16T08:21,No injuries,Infrastructure
recWCPZ8ttSN7aPMb,2025-04-04T07:13:32.000Z,Victim,Infrastructure,Traffic speeding- impossible to crossover,Hazard,53.267510271145426,-9.117405282114163,2025-04-04,No injuries,Infrastructure
recWDdCEnK9YYohl1,2024-05-15T20:14:48.000Z,Victim,Infrastructure,Hit in arm/shoulder by taxi pulling into contra flow cycle lane,Collision,53.3424359243086,-6.255745844925855,2023-12-05T20:14,No injuries,Infrastructure
recWELtOjJJnqTQZS,2024-04-11T21:31:27.000Z,Victim,Infrastructure,Close pass by a car,Near Miss,53.41707025964001,-6.238749341001608,2024-04-11T08:15,No injuries,Driver Behaviour (Car)
recWHZ1h6PqeGXgwK,2024-02-28T12:07:53.000Z,Victim,Driver Behaviour (Car),"Car on purpose didn’t allow bike to pass on green light and turned left of yellow blinking light, cutting dangerously.",Near Miss,53.34814857006418,-6.29503862106634,2024-01-04T12:03,No injuries,Infrastructure
recWLBhX2S0O5FqF0,2024-12-18T10:44:03.000Z,Victim,Driver Behaviour (Car),Car was coming from the south side of the Liffey. It turned left up this road and I went up and over the car.,Collision,53.347359355451204,-6.289981975558447,2024-06-20T19:00,Serious injuries,Infrastructure
recWO7kFCGfFfZMmh,2024-03-08T17:53:21.000Z,Victim,Infrastructure,Car trying to turn right. I was cycling straight on following the canal. Car was turning. Only by braking fully avoiding a collision.,Near Miss,53.32947791535551,-6.2755343014188725,2024-03-07T18:45,No injuries,Infrastructure
recWPtaLsMNkhO4Wu,2024-04-08T07:51:39.000Z,Witness,Driver Behaviour (Car),"Can turning left hit a cyclist, knocking him to the ground",Collision,53.330220641507,-6.26433602248369,2024-04-08T08:30,Minor injuries,Infrastructure
recWQswzhPZi0kLCS,2024-10-11T17:42:55.000Z,Witness,Driver Behaviour (Car),Parents picking up children from local Primary School routinely park in the cycle lane outside the same school.,Hazard,53.27563508325292,-6.137855585516775,2024-10-10T14:03,No injuries,Infrastructure
recWRxwrQrrYmfVWp,2024-05-25T20:39:36.000Z,Witness,Driver Behaviour (Car),An SUV went through a red light at this junction. Red light running at this site is an ongoing problem.,Hazard,53.269723606599825,-6.141073789637488,2024-05-25T18:10,No injuries,Infrastructure
recWWn7cgcfjFwxHm,2025-07-11T09:45:35.000Z,Victim,Driver Behaviour (Car),"Cycling on cycle track, driver with airpods in not paying attention or indicating until last second and turned across cycle track",Collision,53.36362103756227,-6.225263560943233,2025-07-10T18:40,Minor injuries,Infrastructure
recWTDvxwal4MxS5E,2024-03-23T12:49:44.000Z,Victim,Driver Behaviour (Car),SUV passed another car before turning left at the roundabout. I was crossing &had timed based on speed of first car. SUV swerved to avoid me,Near Miss,53.520442070257644,-6.167949258991996,2023-12-15T12:44,No injuries,Infrastructure
recWZPsNpx0Uo0DGM,2024-02-29T15:19:39.000Z,Victim,Driver Behaviour (Car),Driver veered onto cycle lane without looking and hit me,Collision,53.32955484223493,-6.275699391721417,2024-02-07T08:18,No injuries,Infrastructure
recVkBsvVjZfdDSOh,2024-02-28T17:50:54.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Dangerous Overtaking of a Cyclist ,Near Miss,53.33257422803828,-6.2107198524307705,2023-12-26T14:40,No injuries,Infrastructure
recWal4di5MfC8msk,2025-02-10T12:28:09.000Z,Witness,Driver Behaviour (Car),Car knocked cyclist down crossing bike lane into petrol station - cyclist injured.,Collision,53.27167424564084,-9.045311654325644,2025-01-16T17:30,Minor injuries,Infrastructure
recWcgwz63esN1rCv,2024-03-01T23:22:34.000Z,Victim,Pedestrian Behaviour,Pedestrian walked out into bike path without looking. Braked and went into back of audi to avoid him. Damaged my front bumper and hand.,Collision,53.33190768412152,-6.253027072169175,2018-06-01T08:30,Minor injuries,Infrastructure
recWbtmlAnGfFjPcX,2024-02-28T21:39:32.000Z,Victim,Driver Behaviour (Car),Cars cut across the bike lane without looking to turn left. Nearly been hit here on numerous occasions ,Near Miss,53.34512400864395,-6.269947743641239,2024-02-21T09:30,No injuries,Infrastructure
recWjqpJDSVPrayjP,2025-06-09T18:19:41.000Z,Victim,Driver Behaviour (Car),Driver crowded me (on bicycle) out when passing another right-turning driver on the inside causing me to fall and strike footpath,Collision,53.3591414762997,-6.258461689490076,2025-06-09T18:15,Minor injuries,Infrastructure
recWeGwH2sT6bFkjK,2024-11-06T10:57:56.000Z,Victim,Driver Behaviour (Car),Car drove through zebra crossing while on the phone without looking and hit my front wheel,Collision,52.665475511051596,-8.579850314249143,2024-10-31T16:15,No injuries,Infrastructure
recWmi4FPI3MX9jjJ,2024-09-24T07:49:14.000Z,Victim,Driver Behaviour (Car),A driver drove onto the roundabout in front of me.,Near Miss,52.26591240154377,-7.117485176607261,2024-09-23T19:05,No injuries,Infrastructure
recWoddVtUxIkVBrJ,2024-03-28T14:20:11.000Z,Victim,Driver Behaviour (Car),"Car pulled straight out onto main road, hitting my back wheel and knocking me off bike. Good daylight conditions.",Collision,53.37459147022807,-6.529652964670731,2024-03-25T09:01,Minor injuries,Infrastructure
recWpjv9bhPlD21Io,2025-06-06T12:38:53.000Z,Other,Driver Behaviour (Car),Man in his 60s knocked off bicycle and killed in collision involving a van driver,Collision,51.90739184,-8.258131597,2025-06-04T17:00,Fatality,
recWqCunTMMVYWHOu,2024-11-02T14:30:19.000Z,Witness,Driver Behaviour (Car),Car speeding down the road which is a common route for kids going to schools in Harold’s cross. Motorist almost knocked down child,Near Miss,53.329475528415514,-6.2784017712159255,2024-08-13T14:28,No injuries,Infrastructure
recWsmdKxgJA36uHo,2024-04-17T07:19:20.000Z,Witness,Infrastructure,Cars parked on hard shoulder  of parents dropping kids to primary school block view of traffic entering and leaving the childcare centre,Near Miss,53.225270620397424,-8.877604299081867,2024-04-16T09:14,No injuries,Driver Behaviour (Car)
recWu6Ibzvhu96cGb,2024-03-01T06:49:36.000Z,Witness,Driver Behaviour (Car),Cars entering the Westwood gym site sit in the bike lane every day waiting to get into the carpark,Hazard,53.36397885286726,-6.226957256302143,2024-02-29T08:50,No injuries,Infrastructure
recWv5XqEsO5IQIi0,2024-03-03T13:13:22.000Z,Witness,Driver Behaviour (Car),Car turned left from South Circular Road onto St John’s Road West  across protected bike lane - cyclist jammed on brakes.,Near Miss,53.34422119105477,-6.307931169639858,2024-03-03T12:47,No injuries,Infrastructure
recWx40T3d9hNj2UR,2025-10-22T15:59:35.000Z,Victim,Driver Behaviour (Car),Driver overtook me exactly as a SUV was on the opposite side of the road. It was close to a collision.,Near Miss,53.36134858284569,-6.347337082406682,2025-08-14T15:28,No injuries,Infrastructure
recWxfqNOBugYCULd,2024-09-13T11:27:34.000Z,Victim,Infrastructure,Slip Roads view out of industrial estate is blocked from cars turning right at a red light. ,Near Miss,53.33323454186038,-6.355485207687877,2023-05-13T17:00,No injuries,Infrastructure
recWzWabnV2E5H3ZM,2025-11-05T13:56:02.000Z,Victim,Driver Behaviour (Car),Car turning left behind cyclist turning left. Beeped at cyclist and close passed.,Near Miss,52.664472096060706,-8.628444468774887,2025-11-05T13:31,No injuries,Infrastructure
recX03c1X6oq1G1Vp,2024-12-16T16:08:55.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),Blue Toyota Hiace van overtook on the junction and squashed me against the road works signage and traffic cones.,Near Miss,51.90122763865946,-8.438275437654312,2024-12-16T14:50,No injuries,Infrastructure
recX0xPbZVFdOSxWU,2024-05-19T10:22:36.000Z,Victim,Driver Behaviour (Car),"Car sped up and turned right through a yellow light, hitting me as I was proceeding straight. ",Collision,53.34602135744586,-6.267967768822075,2024-05-15T08:45,Minor injuries,Infrastructure
recX7yvW5PMwuTkB1,2025-05-02T10:50:04.000Z,Victim,Driver Behaviour (Car),Car turning right failed to yield at junction. ,Near Miss,53.34731084254037,-6.336775474461717,2025-05-02T08:55,No injuries,Infrastructure
recX9b1jXXAV6cIfs,2024-09-09T11:40:47.000Z,Victim,Driver Behaviour (Car),"Driver approaching roundabout not paying attention - I had to swerve to my right, as they eventually slowed own, to avoid a collision.",Near Miss,53.413815658841486,-6.386762299956189,2023-11-28T17:48,No injuries,Infrastructure
recXBPfaDZCKQo7Mn,2024-08-30T12:57:19.000Z,Witness,Driver Behaviour (Car),Cars going left around corner approach at speed and often go through two red lights one for traffic and the other pedestrians,Hazard,53.34684785744659,-6.2904311880715795,2024-08-29T12:54,No injuries,Infrastructure
recXBRxLfNzBplWz5,2024-02-28T22:38:10.000Z,Victim,Infrastructure,Constant close passes on this road due to poor road design,Near Miss,51.88421257014929,-8.50376239186238,2024-02-28,No injuries,Infrastructure
recXC4zZ3mDb24opo,2024-03-12T15:23:48.000Z,Victim,Infrastructure,The bike went from under me as I was turning left on a wet road with a poor road surface,Collision,53.332584329969194,-6.264915291354043,2019-01-19T10:30,Minor injuries,Infrastructure
recXDc5XK7YD46QVl,2024-02-15T09:50:58.000Z,Victim,Driver Behaviour (Car),A car parked directly outside the DART station opened the driver's door without looking and knocked me off my bike.,Collision,53.302659998538246,-6.1789749978927375,2020-10-23T15:44,Serious injuries,Infrastructure
recXGNr8718eNM88I,2024-06-21T21:55:42.000Z,Victim,Driver Behaviour (Car),Person drove through stop sign and almost ran me over,Near Miss,53.26323498502131,-9.102986640697111,2024-06-21T13:45,No injuries,Infrastructure
recXGRHp6E94fS7CM,2024-03-05T01:21:48.000Z,Victim,Driver Behaviour (Car),"Two cars running a red light through this junction as children on scooters, parent on bicycle crossed the road ",Near Miss,53.34402670719814,-6.308032232220739,2024-03-04T14:42,No injuries,Infrastructure
recXIQyaEDUBq7MEG,2025-02-11T21:43:50.000Z,Victim,Driver Behaviour (Car),Narrow Road with cars parked on one side:  Drivers routinely enter this part ignoring cyclists already on the road/coming opposite direction,Hazard,53.346832311662496,-6.344868803204548,2025-02-10T08:41,No injuries,Infrastructure
recXJ58TRz7dcMtT9,2024-03-05T15:06:21.000Z,Victim,Driver Behaviour (Car),"Driver broke red light turning right from dundrum Rd to churchtown Rd, I was cycling straight through junction from bypass to dundrum rd",Near Miss,53.29317107305562,-6.246127518115372,2024-03-05T09:15,No injuries,Infrastructure
recXLg7ORKegC4IwQ,2025-09-12T16:45:20.000Z,Victim,Driver Behaviour (Car),I was cycling on the  dedicated cycle path on when a car needed to turn right into Adelaide Road (over the cycle path) and did not yield,Near Miss,53.27709523002693,-6.126741832104017,2025-09-12T08:05,No injuries,Infrastructure
recXJ66TKBt83FnTG,2024-03-10T10:47:55.000Z,Witness,Infrastructure,"Lady on a bike got stuck in Luas tracks and fell off bike, bus had to doge around her, near miss",Collision,53.3475204536451,-6.259364152555833,2023-05-24T10:45,Minor injuries,Infrastructure
recXLiJhQ8MxOWDvn,2024-05-30T11:43:46.000Z,Victim,Driver Behaviour (Car),Driver sped across main road from minor to minor road hitting cyclist travelling on main road side-on. ,Collision,53.35041865184229,-6.281830460954097,2018-10-15T09:05,Minor injuries,Infrastructure
recXOjeqhEBUo3Fce,2025-01-12T09:13:54.000Z,Victim,Driver Behaviour (Car),Driver on phone almost collided with pedestrian crossing at pelican crossing on green.,Near Miss,53.37108156478888,-6.205034652673476,2025-01-11T11:57,No injuries,Infrastructure
recXYl9v8E0F8MFnX,2024-10-07T12:44:05.000Z,Victim,Driver Behaviour (Car),Drivers not yielding to me already on the roundabout.,Near Miss,53.27911605793838,-9.069789281924528,2024-10-01T16:40,No injuries,Infrastructure
recXX9KOJ82BExaZc,2024-02-22T20:44:11.000Z,Victim,Infrastructure,Car moved left into filter lane not noticing that I was cycling in the cycle lane. Hit me as I tried to suddenly break. I fell off my bike. ,Collision,53.32955686726973,-6.276215174732897,2023-06-22T20:08,No injuries,Infrastructure
recXZrqXCfWBg6oY4,2024-12-02T08:50:01.000Z,Victim,Driver Behaviour (Car),"Small van man drove by weirdly fast to get to back of queue, swung tight to the kerb to prevent cyclist filtering on left. Triggered by ASL?",Near Miss,52.63328916751823,-8.669154823760778,2024-12-02T08:35,No injuries,Infrastructure
recXZtaKYapaJ8iHJ,2024-05-17T07:47:23.000Z,Victim,Infrastructure,Close overtake by a taxi undertaking the other traffic. ,Hazard,53.3640833171705,-6.271915087132044,2024-05-12T07:44,No injuries,Infrastructure
recXcKHGiJVMXhAFX,2024-03-14T11:22:37.000Z,Victim,Driver Behaviour (Bus),Close pass by a bus into oncoming traffic on the school run,Near Miss,53.258362425984075,-9.097347884484918,2022-03-09T15:30,No injuries,Infrastructure
recXd3jcBfwKndmUE,2025-03-19T16:56:48.000Z,Victim,Driver Behaviour (Car),A car entered the cycle lane while attempting to undertake another car waiting to turn right ,Near Miss,53.31011528618481,-6.325572232363385,2025-03-19T09:15,No injuries,Infrastructure
recXesRInbTqmfNNv,2024-05-17T14:50:20.000Z,Victim,Driver Behaviour (Car),Driver entered roundabout cutting off cyclist already navigating around the roundabout.,Near Miss,53.27110593840118,-9.095838478476054,2024-05-13T18:25,No injuries,Infrastructure
recXhFAsr4t5drei5,2024-06-21T12:19:12.000Z,Victim,Driver Behaviour (Other Heavy Vehicle),"Lorry driver parked and opened door onto the cycling path, knocking me off my bike onto the street.",Collision,53.338178394281414,-6.282232821820628,2024-06-10T12:15,Minor injuries,Infrastructure
recXhlURvdlPaYkFX,2025-10-22T19:17:51.000Z,Victim,Driver Behaviour (Car),"NIMBY driver overtook 3 cyclists, forcing oncoming moped rider into very left edge of the road. Traffic was stopped ahead.",Near Miss,53.36327840227332,-6.257052016349945,2023-09-02T11:41,No injuries,Infrastructure
recXiH7AQDFQvzxpd,2024-10-21T09:59:50.000Z,Witness,Driver Behaviour (Car),Driver failed to yield to jogger.,Near Miss,53.27016539347366,-9.057594619042334,2024-10-19T10:55,No injuries,Infrastructure
recXpz54if8OnV8WC,2024-10-18T08:39:22.000Z,Victim,Cyclist Behaviour,Cyclist mounted foothpath in busy traffic and nearly hit my child. No footpath on opposite side of road.,Near Miss,53.273656525234145,-9.062552240068896,2024-10-18T08:45,No injuries,Infrastructure
recXnUcQoJVWf2w4h,2025-02-25T13:22:02.000Z,Victim,Driver Behaviour (Car),"Car proceeded straight down Kennedy Quay although I was following the cycle lane around to Victoria Road, knocked me off the bike",Collision,51.898400096949274,-8.46106521013121,2025-02-22T11:20,Minor injuries,Infrastructure
recXrjVGAo52C1yYE,2024-08-02T09:56:07.000Z,Witness,Driver Behaviour (Other Heavy Vehicle),The seemingly ever present large White Van is parked blocking the cycle lane opposite Aldi.,Hazard,53.27691014535577,-6.14011683700312,2024-08-01T19:26,No injuries,Infrastructure
recXt2lW659BXf0br,2024-02-29T23:34:14.000Z,Victim,Driver Behaviour (Car),Taxi driver pulled from general traffic lane into bus/cycle lane on top of me whilst I was in primary position in the bus/cycle lane. ,Near Miss,53.351699125286444,-6.283223370973701,2024-02-21T09:30,No injuries,Infrastructure
recXtggZYcaBLz9S0,2024-02-28T11:54:07.000Z,Witness,Driver Behaviour (Car),"Car turned left, cutting across cyclist proceeding straight ahead, cyclist collided with side of car.",Collision,53.330575925458675,-6.284223062815329,2023-09-28T08:00,No injuries,Infrastructure
recXuwnBwVsSrnrmR,2024-06-23T13:20:06.000Z,Witness,Driver Behaviour (Car),Red light breaking by drivers,Hazard,53.266862219496886,-9.088355126412239,2024-06-23T12:22,No injuries,Infrastructure
recXzHwGrcymII90T,2024-09-09T15:17:35.000Z,Witness,Driver Behaviour (Car),Pickup SUV passing a cyclists went too close and hit bike,Collision,53.22714398169981,-8.879368871733504,2024-09-09T09:05,Minor injuries,Infrastructure
